Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,Attrition
34,3,1326,3,3,3,5,4,1,2,8,1,3,4759,15891,3,1,4,0,15,3,13,9,12,0
30,3,1358,3,16,1,2,4,3,2,8,3,2,5301,2939,8,1,3,2,4,2,2,1,2,0
42,2,748,2,9,2,4,1,3,1,2,4,3,3673,16458,1,1,3,0,12,3,12,9,8,0
44,2,383,3,1,5,3,1,3,2,8,3,2,4768,9282,7,1,3,1,11,2,1,0,0,0
30,1,990,2,7,3,6,3,3,1,7,3,1,1274,7152,1,1,2,2,1,2,1,0,0,0
57,3,405,2,1,2,2,2,4,2,7,3,2,4900,2721,0,1,1,1,13,2,12,9,8,0
49,3,1490,2,7,4,2,3,3,3,1,2,1,10466,20948,3,1,2,2,29,3,8,7,7,0
34,2,829,2,15,3,4,2,3,4,6,1,1,17007,11929,7,1,4,2,16,2,14,8,9,0
28,2,1496,3,1,3,6,1,3,1,9,3,2,2909,15747,3,1,4,1,5,4,3,2,2,1
29,2,115,3,13,3,6,1,3,2,8,2,3,5765,17485,5,1,1,0,7,1,5,3,0,1
34,3,790,3,24,4,4,1,2,2,8,2,3,4599,7815,0,2,3,0,16,4,15,9,10,1
35,3,660,3,7,1,2,4,3,1,9,3,2,2404,16192,1,1,1,1,1,3,1,0,0,0
24,2,381,2,9,3,4,2,3,1,2,1,3,3172,16998,2,2,3,0,4,2,0,0,0,1
24,1,830,3,13,2,2,4,3,1,9,2,2,2033,7103,1,1,3,1,1,3,1,0,0,0
44,2,1193,2,2,1,4,2,3,3,5,3,3,10209,19719,5,2,2,0,16,2,2,2,2,0
29,3,1246,3,19,3,2,3,2,2,8,3,1,8620,23757,1,1,3,2,10,3,10,7,4,0
30,3,330,1,1,3,2,3,3,1,4,3,1,2064,15428,0,1,1,1,6,4,5,3,3,0
55,3,1229,2,4,4,2,4,3,2,1,3,2,4035,16143,0,2,2,0,4,3,3,2,2,0
33,3,1099,2,4,4,4,1,2,1,2,2,2,3838,8192,8,1,4,0,8,3,5,4,2,0
47,3,571,3,14,3,4,3,3,2,8,3,2,4591,24200,3,2,3,1,11,2,5,4,2,0
28,2,289,2,2,2,4,3,2,1,2,1,3,2561,5355,7,1,3,0,8,2,0,0,0,1
28,3,1423,2,1,3,2,1,2,1,7,3,1,1563,12530,1,1,4,1,1,1,1,0,0,0
28,2,467,3,7,3,2,3,3,2,8,1,3,4898,11827,0,1,4,0,5,3,4,2,3,0
49,3,271,2,3,2,4,3,2,2,2,1,2,4789,23070,4,1,1,1,10,3,3,2,2,0
29,2,410,2,2,1,2,4,3,1,2,2,2,3180,4668,0,1,3,3,4,3,3,2,2,0
28,3,1083,2,29,1,2,3,1,2,5,2,2,6549,3173,1,1,2,2,8,2,8,6,7,0
33,3,516,2,8,5,2,4,3,2,1,3,3,6388,22049,2,2,1,0,14,3,0,0,0,0
32,3,495,2,10,3,4,3,3,3,3,4,3,11244,21072,2,1,2,0,10,4,5,2,0,0
54,2,1050,2,11,4,4,2,3,4,3,4,1,16032,24456,3,1,1,1,26,3,14,9,12,0
29,3,224,2,1,4,6,1,2,1,7,1,3,2362,7568,6,1,3,0,11,1,9,7,7,1
44,3,136,2,28,3,2,4,3,4,6,1,2,16328,22074,3,1,3,1,24,4,20,6,17,0
39,3,1089,2,6,3,2,2,3,3,5,2,3,8376,9150,4,1,4,0,9,3,2,0,2,0
46,3,228,3,3,3,2,3,3,4,3,2,2,16606,11380,8,1,4,1,23,4,13,12,1,0
35,3,1029,2,16,3,2,4,2,3,1,2,3,8606,21195,1,1,4,0,11,1,11,8,3,0
23,3,507,2,20,1,2,1,3,2,2,3,3,2272,24812,0,1,2,0,5,3,4,3,2,0
40,3,676,2,9,4,2,4,3,1,2,1,3,2018,21831,3,1,2,0,15,1,5,4,0,1
34,3,971,3,1,3,6,4,2,3,8,3,2,7083,12288,1,2,4,0,10,3,10,9,6,0
31,2,561,2,3,3,2,4,3,1,7,3,3,4084,4156,1,1,1,0,7,1,7,2,7,1
50,2,333,2,22,5,4,3,1,4,6,4,3,14411,24450,1,2,4,0,32,3,32,6,9,0
34,3,1440,3,7,2,6,2,3,1,9,3,2,2308,4944,0,2,2,1,12,3,11,10,7,0
42,3,1210,2,2,3,4,3,2,1,2,2,2,4841,24052,4,1,2,1,4,3,1,0,0,0
37,3,674,2,13,3,4,1,3,2,7,4,2,4285,3031,1,1,1,0,10,3,10,8,7,0
29,3,441,2,8,1,5,3,1,2,1,1,2,9715,7288,3,1,3,1,9,3,7,7,7,0
33,3,575,2,25,3,2,4,2,2,5,2,3,4320,24152,1,1,4,0,5,3,5,3,2,0
45,3,950,2,28,3,6,4,3,1,7,4,2,2132,4585,4,1,4,1,8,3,5,4,3,0
42,2,288,2,2,3,2,4,3,3,1,4,2,10124,18611,2,2,3,1,24,1,20,8,9,0
40,3,1342,3,9,2,4,1,3,2,8,1,2,5473,19345,0,1,4,0,9,4,8,4,1,0
33,3,589,2,28,4,2,2,3,2,2,3,2,5207,22949,1,2,2,1,15,3,15,14,7,0
40,3,898,1,6,2,4,3,3,4,3,4,3,16437,17381,1,2,4,0,21,3,21,7,7,0
24,3,350,2,21,2,6,3,2,1,2,1,1,2296,10036,0,1,2,3,2,3,1,1,0,0
40,1,1142,2,8,2,2,4,3,2,1,4,1,4069,8841,3,2,3,0,8,3,2,2,2,0
45,3,538,2,1,4,6,1,3,3,1,2,1,7441,20933,1,1,1,3,10,3,10,8,7,0
35,3,1402,3,28,4,2,2,2,1,9,3,2,2430,26204,0,1,1,2,6,3,5,3,2,0
32,3,824,2,5,2,2,4,2,2,7,2,2,5878,15624,3,1,1,1,12,3,7,1,5,0
36,3,1157,3,2,4,2,3,3,1,9,4,3,2644,17001,3,2,4,0,7,2,3,2,2,0
48,3,492,3,16,4,2,3,3,2,8,3,1,6439,13693,8,1,3,1,18,3,8,7,7,0
29,3,598,2,9,3,2,3,4,1,7,3,2,2451,22376,6,1,1,2,5,2,1,0,0,0
33,3,1242,3,8,4,2,1,3,2,8,1,2,6392,10589,2,1,4,1,8,1,2,2,2,0
30,3,740,3,1,3,2,2,2,2,8,1,2,9714,5323,1,1,4,1,10,3,10,8,7,1
38,2,888,1,10,4,1,3,3,2,4,3,2,6077,14814,3,1,3,0,10,3,6,3,2,0
35,3,992,2,1,3,4,4,2,1,2,1,3,2450,21731,1,1,2,0,3,3,3,0,2,0
30,3,1288,3,29,4,6,3,3,3,8,2,2,9250,17799,3,1,2,1,9,3,4,2,3,0
35,3,104,2,2,3,2,1,3,1,2,1,1,2074,26619,1,2,4,1,1,3,1,0,0,1
53,3,607,2,2,5,6,3,2,3,5,4,2,10169,14618,0,1,2,1,34,3,33,7,9,1
38,3,903,2,2,3,4,3,3,2,5,2,2,4855,7653,4,1,1,2,7,3,5,2,4,1
32,1,1200,2,1,4,6,4,3,2,7,1,2,4087,25174,4,1,2,1,9,2,6,5,2,0
48,3,1108,2,15,4,5,3,3,1,7,1,2,2367,16530,8,1,4,1,10,2,8,2,6,0
34,3,479,2,7,4,4,1,3,1,7,4,3,2972,22061,1,1,3,0,1,1,1,0,0,0
55,3,685,3,26,5,3,3,2,5,3,4,2,19586,23037,1,1,3,1,36,3,36,6,13,0
34,3,1351,2,1,4,2,2,3,2,7,4,2,5484,13008,9,1,2,1,9,2,2,2,1,0
26,3,474,2,3,3,2,1,3,1,7,4,2,2061,11133,1,1,1,0,1,3,1,0,0,0
38,3,1245,3,14,3,2,3,3,2,8,2,2,9924,12355,0,1,4,1,10,3,9,8,7,0
38,3,437,3,16,3,2,2,3,2,8,2,3,4198,16379,2,1,2,0,8,4,3,2,2,0
36,3,884,3,1,4,2,2,3,2,8,3,3,6815,21447,6,1,1,0,15,3,1,0,0,0
29,3,1370,2,3,1,4,2,3,1,2,1,3,4723,16213,1,2,4,0,10,3,10,9,5,0
35,3,670,2,10,4,4,1,3,2,1,3,3,6142,4223,3,2,3,0,10,3,5,2,4,0
39,3,1462,3,6,3,4,4,4,3,8,3,2,8237,4658,2,1,1,1,11,3,7,6,6,0
29,2,995,2,2,1,2,1,3,2,1,4,1,8853,24483,1,1,4,1,6,4,6,4,3,0
50,3,264,3,9,3,3,3,3,5,3,3,2,19331,19519,4,2,3,1,27,3,1,0,0,0
23,3,977,2,10,3,6,4,4,1,7,3,2,2073,12826,2,1,4,1,4,3,2,2,2,0
36,2,1302,2,6,4,2,1,4,2,2,1,2,5562,19711,3,2,4,1,9,3,3,2,2,0
42,3,1059,2,9,2,5,4,2,5,3,4,3,19613,26362,8,1,4,0,24,3,1,0,1,0
35,3,750,2,28,3,2,2,4,2,2,3,2,3407,25348,1,1,4,2,10,2,10,9,8,0
34,2,653,2,10,4,6,4,2,2,1,3,2,5063,15332,1,1,2,1,8,2,8,2,7,0
40,3,118,3,14,2,2,4,3,2,8,1,2,4639,11262,1,1,3,1,5,3,5,4,2,0
43,3,990,2,27,3,6,4,4,1,2,2,1,4876,5855,5,1,3,1,8,3,6,4,2,0
35,3,1349,2,7,2,2,3,2,1,2,4,2,2690,7713,1,1,4,1,1,2,1,0,1,0
46,3,563,3,1,4,2,4,4,4,3,1,3,17567,3156,1,1,2,0,27,1,26,0,12,0
28,3,329,2,24,3,4,3,3,1,2,2,2,2408,7324,1,2,3,3,1,3,1,1,0,1
22,1,457,2,26,2,5,2,2,1,7,3,2,2814,10293,1,2,2,0,4,2,4,2,3,0
50,2,1234,2,20,5,4,2,3,4,1,3,2,11245,20689,2,2,3,1,32,3,30,8,13,0
32,3,634,2,5,4,5,2,4,1,7,4,2,3312,18783,3,1,4,2,6,3,3,2,2,0
44,3,1313,2,7,3,4,2,3,5,6,4,1,19049,3549,0,2,4,1,23,2,22,7,10,0
30,3,241,2,7,3,4,2,2,1,7,2,2,2141,5348,1,1,2,1,6,2,6,4,1,0
45,3,1015,2,5,5,4,3,1,2,2,1,3,5769,23447,1,2,1,0,10,3,10,7,4,0
45,1,336,3,26,3,3,1,2,2,8,1,2,4385,24162,1,1,1,1,10,3,10,7,5,0
31,2,715,3,2,4,5,4,3,2,8,1,3,5332,21602,7,1,4,0,10,3,5,2,3,0
36,3,559,2,12,4,2,3,3,2,5,3,2,4663,12421,9,2,2,2,7,3,3,2,1,0
34,2,426,2,10,4,2,3,4,2,5,4,1,4724,17000,1,1,1,1,9,3,9,7,2,0
49,3,722,2,25,4,2,3,3,1,2,1,2,3211,22102,1,1,4,1,10,2,9,6,4,0
39,3,1387,2,10,5,4,2,3,2,5,1,2,5377,3835,2,1,4,3,10,3,7,7,7,0
27,3,1302,2,19,3,5,4,2,1,2,1,1,4066,16290,1,1,1,2,7,3,7,7,7,0
35,3,819,2,18,5,2,2,4,2,7,1,2,5208,26312,1,1,4,0,16,3,16,15,10,0
28,3,580,2,27,3,4,2,1,2,5,1,1,4877,20460,0,1,2,1,6,2,5,3,0,0
21,3,546,2,5,1,4,3,3,1,7,4,3,3117,26009,1,1,3,0,3,3,2,2,2,0
18,2,544,3,3,2,4,2,3,1,9,4,3,1569,18420,1,2,3,0,0,4,0,0,0,1
47,3,1176,1,26,4,2,4,3,5,3,3,2,19658,5220,3,1,3,1,27,3,5,2,0,0
39,3,170,2,3,2,4,3,2,2,2,3,1,3069,10302,0,1,4,1,11,3,10,8,7,0
40,3,884,2,15,3,2,1,2,3,5,3,2,10435,25800,1,1,4,2,18,3,18,15,12,0
35,1,208,2,8,4,2,3,3,2,1,3,2,4148,12250,1,1,4,1,15,3,14,11,9,0
37,3,671,2,19,3,2,3,3,2,5,3,2,5768,26493,3,1,1,3,9,2,4,3,2,0
39,2,711,2,4,3,4,1,3,2,5,3,3,5042,3140,0,1,4,0,10,1,9,2,8,0
45,3,1329,2,2,2,5,4,2,2,5,4,1,5770,5388,1,1,1,2,10,3,10,7,9,0
38,3,397,2,2,2,4,4,2,3,5,3,2,7756,14199,3,2,4,1,10,4,5,4,2,0
35,3,737,3,10,3,4,4,2,3,8,1,2,10306,21530,9,1,3,0,15,3,13,12,0,1
37,3,1470,2,10,3,4,2,3,1,7,2,2,3936,9953,1,1,1,1,8,1,8,4,7,0
40,3,448,2,16,3,2,3,3,3,5,4,3,7945,19948,6,2,4,0,18,2,4,2,3,0
44,2,602,1,1,5,1,1,3,2,4,4,2,5743,10503,4,2,3,0,14,3,10,7,2,0
48,2,365,2,4,5,4,3,2,4,3,4,2,15202,5602,2,1,2,1,23,3,2,2,2,0
35,3,763,3,15,2,4,1,1,2,8,4,1,5440,22098,6,2,4,2,7,2,2,2,2,1
24,2,567,2,2,1,6,1,3,1,7,4,3,3760,17218,1,2,3,0,6,3,6,3,3,0
27,3,486,2,8,3,4,2,4,1,7,3,2,3517,22490,7,1,1,0,5,3,3,2,2,0
27,2,591,2,2,3,4,4,3,1,7,4,3,2580,6297,2,1,3,0,6,2,4,2,2,0
40,3,1329,2,7,3,2,1,3,1,2,1,3,2166,3339,3,2,2,0,10,1,4,2,3,1
29,3,469,3,10,3,4,3,2,2,8,3,3,5869,23413,9,1,3,0,8,3,5,2,4,0
36,3,711,2,5,4,2,2,3,3,1,1,2,8008,22792,4,1,3,2,9,3,3,2,2,0
25,2,772,2,2,1,2,4,4,2,5,3,1,5206,4973,1,1,3,2,7,3,7,7,7,0
39,3,492,2,12,3,4,4,3,2,5,2,2,5295,7693,4,1,3,0,7,3,5,4,0,0
49,3,301,2,22,4,5,1,3,4,6,2,2,16413,3498,3,1,2,2,27,3,4,2,2,0
50,3,813,2,17,5,2,4,2,3,6,1,1,13269,21981,5,1,3,3,19,3,14,11,11,0
20,3,1141,3,2,3,4,3,3,1,9,3,3,2783,13251,1,1,1,0,2,3,2,2,2,0
34,3,1130,2,3,3,2,4,3,2,7,2,1,5433,19332,1,1,3,1,11,3,11,8,9,0
36,3,311,2,7,3,2,1,3,1,2,2,3,2013,10950,2,1,3,0,15,3,4,3,3,0
49,3,465,2,6,1,2,3,2,4,1,3,2,13966,11652,2,2,2,1,30,3,15,11,12,0
36,1,894,2,1,4,4,4,2,2,5,3,2,4374,15411,0,1,3,0,4,3,3,2,2,0
36,3,1040,2,3,2,2,4,4,2,1,1,1,6842,26308,6,1,1,1,13,3,5,4,4,0
54,3,584,2,22,5,4,2,3,4,3,3,2,17426,18685,3,1,3,1,36,3,10,8,7,0
43,3,1291,2,15,2,2,3,2,4,6,3,2,17603,3525,1,1,1,1,14,3,14,10,11,0
35,2,880,3,12,4,5,4,3,2,8,4,3,4581,10414,3,2,1,0,13,4,11,9,7,1
38,2,1189,2,1,3,2,4,3,2,7,4,2,4735,9867,7,1,4,2,19,4,13,11,9,0
29,3,991,3,5,3,4,1,2,2,8,2,1,4187,3356,1,2,2,1,10,2,10,0,9,0
33,3,392,3,2,4,4,4,3,2,8,4,1,5505,3921,1,1,3,2,6,3,6,2,4,0
32,3,977,2,2,3,4,4,3,2,7,2,1,5470,25518,0,1,3,2,10,2,9,5,6,0
31,3,1112,3,5,4,2,1,3,2,8,4,2,5476,22589,1,1,1,2,10,3,10,0,2,0
49,3,464,2,16,3,4,4,3,1,2,1,1,2587,24941,4,2,2,1,17,2,2,2,2,0
38,2,148,2,2,3,4,4,2,1,2,2,3,2440,23826,1,1,2,0,4,3,4,3,3,0
47,3,1225,3,2,4,2,2,4,4,3,2,1,15972,21086,6,1,3,3,29,3,3,2,2,0
49,3,809,2,1,3,2,3,3,4,3,3,3,15379,22384,4,1,1,0,23,3,8,7,0,0
41,3,1206,3,23,2,2,4,3,3,8,3,3,7082,11591,3,2,4,0,21,3,2,0,2,0
20,3,727,3,9,1,2,4,3,1,9,1,3,2728,21082,1,1,1,0,2,3,2,2,2,0
33,1,530,3,16,3,2,3,3,2,8,4,1,5368,16130,1,2,3,1,7,3,6,5,2,0
36,3,1351,2,26,4,2,1,3,2,1,3,2,5347,7419,6,1,2,2,10,2,3,2,2,0
44,3,528,1,1,3,2,3,3,1,4,4,1,3195,4167,4,2,1,3,8,3,2,2,2,0
23,3,1320,2,8,1,4,4,2,1,2,3,3,3989,20586,1,2,1,0,5,3,5,4,2,1
38,3,1495,2,4,2,4,4,3,1,2,3,2,3306,26176,7,1,4,1,7,2,0,0,0,0
53,3,1395,2,24,4,4,2,4,3,1,4,2,7005,3458,3,1,3,0,11,3,4,3,2,0
48,2,708,3,7,2,4,4,3,1,9,3,2,2655,11740,2,2,3,2,19,3,9,7,7,1
32,3,1259,2,2,4,2,4,3,1,2,2,3,1393,24852,1,1,1,0,1,3,1,0,0,1
26,1,786,2,7,3,4,4,3,1,2,4,3,2570,11925,1,1,3,0,7,3,7,7,7,0
55,3,1441,2,22,3,6,1,2,1,7,2,1,3537,23737,5,1,4,1,8,3,4,2,2,0
34,3,1157,2,5,2,4,2,2,2,2,4,2,3986,11912,1,1,3,1,15,4,15,10,13,0
60,3,370,2,1,4,4,3,1,3,1,4,1,10883,20467,3,1,3,1,19,4,1,0,0,0
33,3,267,2,21,3,4,2,4,1,2,2,2,2028,13637,1,1,4,3,14,3,14,11,13,0
37,2,1278,3,1,4,4,3,1,2,8,4,1,9525,7677,1,1,3,2,6,2,6,3,3,0
34,3,678,2,19,3,2,2,2,1,7,4,2,2929,20338,1,1,2,0,10,3,10,9,7,0
23,3,427,3,7,3,2,3,3,1,9,4,1,2275,25103,1,2,2,1,3,3,3,2,2,1
44,3,921,2,2,3,2,3,4,3,1,4,2,7879,14810,1,2,2,1,9,3,8,7,7,0
35,2,146,2,2,4,4,1,2,1,7,4,3,4930,13970,0,2,3,0,6,4,5,4,4,0
43,3,1179,3,2,3,4,4,3,2,8,4,2,7847,6069,1,2,1,1,10,3,10,9,8,0
24,3,581,2,9,3,4,3,4,1,7,3,2,4401,17616,1,1,4,1,5,3,5,3,4,0
41,3,918,3,6,3,3,4,3,3,8,3,3,9241,15869,1,1,2,0,10,3,10,8,7,0
29,3,1082,2,9,4,4,4,3,1,2,3,2,2974,25412,9,1,3,1,9,3,5,3,2,0
36,3,530,3,2,4,2,3,3,2,9,4,3,4502,7439,3,1,3,0,17,2,13,7,7,0
45,1,1238,2,1,1,2,3,2,3,1,3,2,10748,3395,3,1,4,1,25,2,23,15,4,0
24,3,240,1,22,1,1,4,1,1,4,3,2,1555,11585,1,1,3,1,1,3,1,0,0,1
47,2,1093,3,9,3,2,3,1,4,8,3,2,12936,24164,7,1,3,0,25,1,23,5,10,1
26,3,390,2,17,4,4,4,1,1,2,3,2,2305,6217,1,1,3,3,3,4,3,2,2,0
45,3,1005,2,28,2,6,4,2,4,6,2,3,16704,17119,1,1,3,0,21,3,21,6,6,0
32,2,585,2,10,3,2,1,3,1,7,3,2,3433,17360,6,1,1,1,10,2,5,2,3,0
31,3,741,2,2,4,2,2,3,1,2,3,2,3477,18103,1,1,4,1,6,4,5,2,3,0
41,1,552,1,4,3,1,3,1,2,4,2,2,6430,20794,6,1,2,1,10,3,3,2,2,0
40,3,369,2,8,2,2,2,3,2,5,1,2,6516,5041,2,2,2,1,18,3,1,0,0,0
24,3,506,2,29,1,4,2,3,1,2,1,1,3907,3622,1,1,2,3,6,4,6,2,2,0
46,3,717,2,13,4,2,3,3,2,1,2,3,5562,9697,6,1,4,0,19,3,10,7,9,0
35,3,1370,2,27,4,2,4,3,2,5,3,2,6883,5151,2,1,2,1,17,3,7,7,7,0
30,3,793,2,16,1,2,2,3,1,7,4,2,2862,3811,1,1,2,1,10,2,10,0,8,0
47,1,543,3,2,4,3,3,3,2,8,2,2,4978,3536,7,1,4,1,4,1,1,0,0,0
46,3,1277,3,2,3,2,3,3,3,8,4,1,10368,5596,4,2,2,1,13,2,10,6,3,0
36,3,1456,3,13,5,3,2,2,2,8,1,1,6134,8658,5,2,2,3,16,3,2,2,2,1
32,3,964,3,1,2,2,1,1,2,8,2,3,6735,12147,6,1,2,0,10,3,0,0,0,1
23,3,160,2,4,1,4,3,3,1,2,2,3,3295,12862,1,1,3,0,3,1,3,2,2,0
31,2,163,2,24,1,6,4,3,2,5,4,3,5238,6670,2,1,4,0,9,2,5,4,4,0
39,1,792,2,1,3,2,4,3,2,2,4,2,6472,8989,1,2,4,1,9,3,9,8,8,0
32,3,371,3,19,3,2,4,1,3,8,3,2,9610,3840,3,1,3,1,10,1,4,3,2,0
40,3,611,3,7,4,4,2,3,5,3,2,3,19833,4349,1,1,2,0,21,2,21,8,8,0
45,3,176,1,4,3,2,3,1,3,4,3,2,9756,6595,4,1,3,2,9,4,5,0,3,0
30,2,1312,2,2,4,6,4,2,1,7,1,3,4968,26427,0,1,4,0,10,3,9,7,7,0
24,2,897,1,10,3,4,1,3,1,4,4,2,2145,2097,0,1,4,1,3,3,2,2,1,0
30,2,600,1,8,3,1,3,2,1,4,4,1,2180,9732,6,1,3,1,6,2,4,2,2,1
31,3,1003,3,5,3,6,1,3,2,8,3,2,8346,20943,1,1,3,1,6,3,5,2,2,0
27,3,1054,2,8,3,4,3,3,1,7,4,3,3445,6152,1,1,3,0,6,2,6,2,4,0
29,3,428,3,9,3,3,2,1,1,9,2,3,2760,14630,1,1,3,0,2,3,2,2,2,1
29,2,461,2,1,3,2,4,4,2,1,3,3,6294,23060,8,2,4,0,10,4,3,2,2,0
30,3,979,3,15,2,3,3,2,3,8,1,1,7140,3088,2,1,1,1,12,3,7,7,7,0
34,3,181,2,2,4,4,4,4,1,7,4,2,2932,5586,0,2,1,3,6,3,5,0,2,0
33,1,1283,3,2,3,3,4,3,2,8,2,3,5147,10697,8,1,4,0,13,2,11,7,7,0
49,3,1313,3,11,4,3,4,3,2,8,4,3,4507,8191,3,1,3,0,8,4,5,1,4,0
33,3,211,3,16,3,2,1,3,3,8,1,3,8564,10092,2,2,3,0,11,2,0,0,0,1
38,2,594,2,2,2,4,3,2,1,2,2,2,2468,15963,4,1,2,1,9,2,6,1,5,0
31,3,1079,3,16,4,3,1,3,3,8,3,2,8161,19002,2,1,1,3,10,3,1,0,0,1
29,3,590,2,4,3,6,4,2,1,7,1,1,2109,10007,1,1,3,1,1,3,1,0,0,0
30,3,305,2,16,3,2,3,4,2,1,3,2,5294,9128,3,1,3,1,10,3,7,0,7,0
32,1,953,2,5,4,6,2,3,1,7,2,3,2718,17674,2,1,2,0,12,3,7,7,7,0
38,3,833,2,18,3,4,2,1,2,1,4,2,5811,24539,3,2,3,1,15,3,1,0,0,0
43,2,807,2,17,3,6,3,2,1,7,3,2,2437,15587,9,2,4,1,6,3,1,0,0,1
42,3,855,2,12,3,4,2,3,1,2,2,1,2766,8952,8,1,2,3,7,2,5,3,4,0
55,3,478,2,2,3,4,3,2,5,6,1,2,19038,19805,8,1,2,3,34,3,1,0,0,0
33,1,775,2,4,3,6,4,3,2,7,2,1,3055,6194,5,1,4,2,11,2,9,8,7,0
41,3,548,2,9,4,2,3,3,1,2,1,1,2289,20520,1,1,2,2,5,3,5,3,4,0
34,1,1375,3,10,3,2,4,3,2,8,3,1,4001,12313,1,2,3,1,15,3,15,14,7,0
53,1,661,2,1,4,4,1,2,4,5,3,2,12965,22308,4,2,4,3,27,2,3,2,2,0
43,3,244,1,2,3,2,2,3,1,4,4,3,3539,5033,0,1,2,0,10,3,9,7,8,0
34,3,511,3,3,2,2,4,1,2,8,4,3,6029,25353,5,1,1,0,6,3,2,2,2,0
21,3,337,3,7,1,3,2,3,1,9,2,3,2679,4567,1,1,2,0,1,3,1,0,0,1
38,3,1153,2,6,2,5,4,2,1,2,3,2,3702,16376,1,1,2,1,5,3,5,4,4,0
22,3,1294,2,8,1,4,3,3,1,2,1,2,2398,15999,1,2,3,0,1,3,1,0,0,1
31,3,196,3,29,4,3,1,2,2,8,4,2,5468,13402,1,1,1,2,13,3,12,7,7,0
51,3,942,2,3,3,6,1,3,3,3,3,2,13116,22984,2,1,4,0,15,3,2,2,2,0
37,3,589,3,9,2,3,2,2,2,8,2,2,4189,8800,1,1,1,2,5,3,5,2,3,0
46,3,734,2,2,4,4,3,3,5,6,4,1,19328,14218,7,2,3,1,24,3,2,1,2,0
36,3,1383,2,10,3,2,4,3,3,1,1,2,8321,25949,7,2,4,1,15,3,12,8,7,0
44,2,429,2,1,2,4,3,3,1,7,2,1,2342,11092,1,2,3,3,6,2,5,3,3,1
37,3,1239,1,8,2,5,3,3,2,4,2,1,4071,12832,2,1,3,0,19,2,10,0,7,0
35,3,303,3,27,3,2,3,3,2,8,4,3,5813,13492,1,2,4,0,10,3,10,7,7,1
33,3,867,2,8,4,2,4,4,1,7,1,2,3143,6076,6,1,2,1,14,3,10,8,6,0
28,3,1181,2,1,3,2,3,3,1,7,4,2,2044,5531,1,1,3,1,5,4,5,3,3,0
39,3,1253,2,10,1,4,3,3,3,6,3,3,13464,7914,7,1,3,0,9,3,4,3,2,0
46,1,849,3,26,2,2,2,2,2,8,2,3,7991,25166,8,1,3,0,6,3,2,2,2,0
40,3,616,2,2,2,2,3,3,1,2,1,2,3377,25605,4,1,4,1,7,2,4,3,2,0
42,3,1128,2,13,3,4,2,4,2,1,1,2,5538,5696,5,1,3,2,10,2,0,0,0,0
35,1,1180,2,2,2,4,2,3,2,5,4,1,5762,24442,2,1,3,1,15,3,7,7,7,0
38,1,1336,1,2,3,1,1,3,1,4,2,1,2592,7129,5,1,4,3,13,3,11,10,8,0
34,2,234,2,9,4,2,4,3,2,2,1,2,5346,6208,4,1,3,1,11,2,7,1,7,1
37,3,370,2,10,4,4,4,3,2,5,1,3,4213,4992,1,1,2,0,10,1,10,3,8,1
39,2,766,3,20,3,2,3,3,2,8,4,1,4127,19188,2,1,4,1,7,3,2,1,2,0
43,1,343,2,9,3,2,1,3,1,7,3,3,2438,24978,4,1,3,0,7,2,3,2,2,0
41,3,447,2,5,3,2,2,4,2,1,2,3,6870,15530,3,1,1,0,11,1,3,2,2,0
41,3,796,3,4,1,3,3,3,3,8,3,1,10447,26458,0,2,4,1,23,4,22,14,5,0
30,3,1092,2,10,3,4,1,3,3,5,3,3,9667,2739,9,1,2,0,9,3,7,7,2,0
26,3,920,1,20,2,4,4,3,1,4,2,2,2148,6889,0,2,3,0,6,3,5,1,4,1
46,3,261,2,21,2,4,4,3,2,1,2,2,8926,10842,4,1,4,1,13,4,9,7,7,1
40,3,1194,2,1,3,2,3,3,2,1,4,1,6513,9060,4,1,4,1,12,3,5,3,3,0
34,3,810,3,8,2,6,2,4,2,8,3,2,6799,22128,1,1,3,2,10,3,10,8,8,0
58,1,350,3,2,3,4,2,3,4,3,2,1,16291,22577,4,1,4,1,37,2,16,9,14,0
35,3,185,2,23,4,4,2,1,1,2,3,2,2705,9696,0,1,2,1,6,4,5,4,3,0
47,3,1001,2,4,3,2,3,2,3,5,2,1,10333,19271,8,2,3,1,28,3,22,11,10,0
40,3,750,2,12,3,2,2,3,2,1,1,1,4448,10748,2,1,2,1,15,3,7,4,7,0
54,3,431,2,7,4,4,4,3,2,7,4,2,6854,15696,4,1,2,1,14,2,7,1,7,0
31,2,1125,3,7,4,3,1,3,3,8,1,2,9637,8277,2,1,4,2,9,3,3,2,2,0
28,3,1217,2,1,3,4,3,3,1,7,1,2,3591,12719,1,1,3,1,3,3,3,2,2,0
38,3,723,3,2,4,3,2,1,2,9,4,2,5405,4244,2,2,1,2,20,2,4,2,3,0
26,3,572,3,10,3,4,3,3,2,8,4,3,4684,9125,1,1,1,0,5,3,5,3,2,0
58,2,1216,2,15,4,2,1,3,4,6,3,2,15787,21624,2,2,2,0,23,3,2,2,2,0
